icao,iata,synop,name,state,country,lat,lon,elev,priority,srcid
,,91334,TRUK/CAROLINE IS.,,FM,7.45,151.8333,3,5,91334
,,91348,PONAPE/CAROLINE IS.,,FM,6.95,158.2,38,5,91348
,,91413,YAP/CAROLINE IS.,,FM,9.4833,138.0667,15,5,91413
,,6011,TORSHAVN,,FO,62.0231,-6.7647,54,5,6011
,,91925,HIVA-OA,,FP,-9.8061,-139.0355,51,5,91925
,,91938,TAHITI-FAAA,,FP,-17.5553,-149.6144,2,5,91938
,,91945,HEREHERETUE,,FP,-19.9061,-144.9494,2,5,91945
,,91948,MANGAREVA,,FP,-23.1303,-134.9652,91,5,91948
,,91954,TUBUAI ISLAND,,FP,-23.35,-149.4833,2,5,91954
,,91958,RAPA,,FP,-27.6183,-144.3347,2,5,91958
,,7110,BREST-GUIPAVAS,,FR,48.45,-4.3833,94,5,7110
,,7145,TRAPPES,,FR,48.7744,2.0097,167,5,7145
,,7180,NANCY/ESSEY,,FR,48.6833,6.2167,225,5,7180
,,7481,LYON-ST EXUPERY,,FR,45.7264,5.0778,250,5,7481
,,7510,BORDEAUX MERIGNAC,,FR,44.8306,-0.6914,51,5,7510
,,7645,NIMES-COURBESSAC,,FR,43.8569,4.4064,60,5,7645
,,7761,AJACCIO,,FR,41.9181,8.7928,6,5,7761
,,61996,MARTIN DE VIVIES,,FS,-37.7953,77.5692,27,5,61996
,,61998,PORT-AUX-FRANCAIS,,FS,-49.3522,70.2433,29,5,61998
,,64500,LIBREVILLE,,GB,0.45,9.4167,12,5,64500
,,8495,GIBRALTAR (8495-0),,GI,36.1519,-5.3494,5,5,8495
,,4202,PITUFFIK,,GL,76.5333,-68.75,77,5,4202
,,4220,AASIAAT,,GL,68.7081,-52.8517,43,5,4220
,,4270,MITTARFIK NARSARSUAQ,,GL,61.1667,-45.4167,34,5,4270
,,4320,DANMARKSHAVN,,GL,76.7694,-18.6681,11,5,4320
,,4339,ITTOQQORTOORMIIT,,GL,70.4844,-21.9511,70,5,4339
,,4360,TASIILAQ,,GL,65.6111,-37.6367,54,5,4360
,,4417,GEOSUMMIT,,GL,72.5803,-38.4586,3208,5,4417
,,10035,SCHLESWIG,,GM,54.5275,9.5487,42,5,10035
,,10113,NORDERNEY,,GM,53.7123,7.1519,11,5,10113
,,10184,GREIFSWALD,,GM,54.0967,13.4056,2,5,10184
,,10200,EMDEN,,GM,53.3881,7.2287,0,5,10200
,,10238,BERGEN,,GM,52.8152,9.9248,70,5,10238
,,10304,MEPPEN,,GM,52.7155,7.3176,19,5,10304
,,10393,LINDENBERG,,GM,52.2085,14.118,97,5,10393
,,10410,ESSEN (AEROLOGY),,GM,51.4041,6.9682,147,5,10410
,,10548,MEININGEN,,GM,50.5611,10.3771,450,5,10548
,,10618,IDAR-OBERSTEIN,,GM,49.6927,7.3263,376,5,10618
,,10739,STUTTGART (AEROLOGY),,GM,48.8281,9.2006,315,5,10739
,,10771,KUEMMERSBRUCK,,GM,49.4283,11.9016,415,5,10771
,,10868,OBERSCHLEII HEIM (AEROLOGY),,GM,48.2446,11.5525,484,5,10868
,,10954,ALTENSTADT,,GM,47.8342,10.8667,742,5,10954
,,10962,HOHENPEISSENBERG,,GM,47.8009,11.0108,977,5,10962
,,78897,LE RAIZET AERO,,GP,16.2639,-61.5164,11,5,78897
PGAC,,91212,Taguac,GU,US,13.55,144.816666667,111,8,
,,16622,THESSALONIKI (AIRPORT),,GR,40.529,22.9703,1,5,16622
,,16716,ATHINAI HELLINIKON,,GR,37.8897,23.7417,43,5,16716
,,16754,HERAKLEION (AIRPORT),,GR,35.3353,25.1819,35,5,16754
,,45004,KOWLOON (45004-0),,HK,22.3119,114.1728,64,5,45004
,,78721,SOTO CANO AB,,HO,14.3667,-87.6167,628,5,78721
,,14240,ZAGREB/MAKSIMIR,,HR,45.8219,16.0336,123,5,14240
,,14430,ZADAR RS,,HR,44.0969,15.3403,78,5,14430
,,12843,BUDAPEST/PESTSZENTLORINC,,HU,47.4333,19.1833,138,5,12843
,,12982,SZEGED,,HU,46.25,20.1,82,5,12982
,,4089,EGILSSTADIR,,IC,65.2762,-14.4046,23,5,4089
,,96009,LHOKSEUMAWE/MALIKUSSALEH,,ID,5.2287,96.9475,28,5,96009
,,96011,BANDA ACEH/BLANG BINTANG,,ID,5.5224,95.4168,19,5,96011
,,96015,MEULABOH/CUT NYAK DHIEN,,ID,4.25,96.1167,90,5,96015
,,96035,KUALANAMU MEDAN,,ID,3.6403,98.8786,25,5,96035
,,96073,SIBOLGA/PINANGSORI,,ID,1.5533,98.8833,10,5,96073
,,96075,GUNUNG SITOLI/BINAKA,,ID,1.1649,97.7036,7,5,96075
,,96091,TANJUNG PINANG/KIJANG,,ID,0.9186,104.53,17,5,96091
,,96109,PEKAN BARU/SIMPANGTIGA,,ID,0.4667,101.45,31,5,96109
,,96145,TAREMPA,,ID,3.2149,106.2198,1,5,96145
,,96147,RANAI,,ID,3.912,108.3935,2,5,96147
,,96163,MIA PADANG,,ID,-0.7936,100.2891,5,5,96163
,,96171,RENGAT/JAPURA,,ID,-0.3493,102.3339,19,5,96171
,,96179,SINGKEP/DABO,,ID,-0.4789,104.5777,24,5,96179
,,96195,JAMBI/SULTAN TAHA,,ID,-1.6333,103.65,25,5,96195
,,96207,KERINCI/DEPATI PARBO,,ID,-2.0939,101.4698,782,5,96207
,,96221,PALEMBANG/ST. M. BADARUDIN II,,ID,-2.9,104.7,14,5,96221
,,96237,PANGKAL PINANG,,ID,-2.1667,106.1333,33,5,96237
,,96249,TANJUNG PANDAN/BULUH TUMBANG,,ID,-2.75,107.75,50,5,96249
,,96253,BENGKULU/PADANG KEMILING,,ID,-3.8833,102.3333,16,5,96253
,,96295,TANJUNG KARANG/RADIN INTEN II,,ID,-5.1,105.1833,94,5,96295
,,96509,TARAKAN/JUWATA,,ID,3.3333,117.5667,6,5,96509
,,96529,TANJUNG REDEP/KALIMARAU,,ID,2.1439,117.4327,15,5,96529
,,96535,PALOH,,ID,1.7667,109.3,5,5,96535
,,96565,PUTUSSIBAU/PAGSUMA,,ID,0.8833,112.9333,53,5,96565
,,96581,PONTIANAK/SUPADIO,,ID,-0.15,109.4,3,5,96581
,,96595,MUARA TEWEH/BERINGIN,,ID,-0.942,114.8961,42,5,96595
,,96607,SAMARINDA/TEMINDUNG,,ID,-0.4844,117.1569,3,5,96607
,,96633,BALIKPAPAN/SEPINGGAN,,ID,-1.2625,116.8947,3,5,96633
,,96645,PANGKALAN BUN/ISKANDAR,,ID,-2.7,111.7,25,5,96645
,,96655,PALANGKA RAYA/TJILIK RIWUT,,ID,-2.2281,113.9462,27,5,96655
,,96685,BANJARMASIN/SYAMSUDIN NOOR,,ID,-3.4387,114.7524,15,5,96685
,,96737,SERANG,,ID,-6.1167,106.1333,50,5,96737
,,96739,CURUG/BUDIARTO,,ID,-6.2333,106.65,46,5,96739
,,96749,JAKARTA/SOEKARNO-HATTA,,ID,-6.1221,106.6547,8,5,96749
,,96791,CIREBON/JATIWANGI,,ID,-6.75,108.2667,42,5,96791
,,96797,TEGAL,,ID,-6.85,109.15,10,5,96797
,,96805,CILACAP,,ID,-7.7333,109.0167,6,5,96805
,,96839,SEMARANG/AHMAD YANI,,ID,-6.9833,110.3833,3,5,96839
,,96925,SANGKAPURA (BAWEAN IS.),,ID,-5.851,112.6577,3,5,96925
,,96935,JUANDA SURABAYA,,ID,-7.3726,112.7799,2,5,96935
,,96973,KALIANGET (MADURA IS),,ID,-7.0413,113.9159,3,5,96973
,,96987,BANYUWANGI,,ID,-8.2152,114.3553,43,5,96987
